"ID";"Woonplaatsen";"Woonplaatscode_1";"Naam_2";"Code_3";"Naam_4";"Code_5";"Naam_6";"Code_7"
"1077";"WP3442";"WP3442    ";"Peel en Maas                       ";"GM1894    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1078";"WP2738";"WP2738    ";"Texel                              ";"GM0448    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1079";"WP1879";"WP1879    ";"Zaanstad                           ";"GM0479    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1080";"WP3179";"WP3179    ";"Achtkarspelen                      ";"GM0059    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1081";"WP1062";"WP1062    ";"Barneveld                          ";"GM0203    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1082";"WP1056";"WP1056    ";"Barneveld                          ";"GM0203    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1083";"WP2176";"WP2176    ";"Grootegast                         ";"GM0015    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1084";"WP2315";"WP2315    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1085";"WP3283";"WP3283    ";"Smallingerland                     ";"GM0090    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1086";"WP3526";"WP3526    ";"Wijdemeren                         ";"GM1696    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1087";"WP3189";"WP3189    ";"Noord-Beveland                     ";"GM1695    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1088";"WP2850";"WP2850    ";"Alphen aan den Rijn                ";"GM0484    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1089";"WP2779";"WP2779    ";"Veere                              ";"GM0717    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1090";"WP1966";"WP1966    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1091";"WP2413";"WP2413    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1092";"WP3462";"WP3462    ";"Reimerswaal                        ";"GM0703    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1093";"WP1275";"WP1275    ";"Noordoostpolder                    ";"GM0171    ";"Flevoland                ";"PV24      ";"Oost-Nederland           ";"LD02      "
"1094";"WP2433";"WP2433    ";"Hollands Kroon                     ";"GM1911    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1095";"WP3238";"WP3238    ";"Delfzijl                           ";"GM0010    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1096";"WP1545";"WP1545    ";"Hardenberg                         ";"GM0160    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1097";"WP2375";"WP2375    ";"Krimpenerwaard                     ";"GM1931    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1098";"WP1144";"WP1144    ";"Krimpen aan den IJssel             ";"GM0542    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1099";"WP1341";"WP1341    ";"Lochem                             ";"GM0262    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1100";"WP1880";"WP1880    ";"Zaanstad                           ";"GM0479    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1101";"WP1516";"WP1516    ";"Horst aan de Maas                  ";"GM1507    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1102";"WP1020";"WP1020    ";"Midden-Groningen                   ";"GM1952    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1103";"WP3463";"WP3463    ";"Reimerswaal                        ";"GM0703    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1104";"WP1403";"WP1403    ";"Steenbergen                        ";"GM0851    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1105";"WP2024";"WP2024    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1106";"WP2572";"WP2572    ";"Aalsmeer                           ";"GM0358    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1107";"WP2704";"WP2704    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1108";"WP3097";"WP3097    ";"Hulst                              ";"GM0677    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1109";"WP1257";"WP1257    ";"Borsele                            ";"GM0654    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1110";"WP1839";"WP1839    ";"Edam-Volendam                      ";"GM0385    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1111";"WP3539";"WP3539    ";"Uithoorn                           ";"GM0451    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1112";"WP2657";"WP2657    ";"Westland                           ";"GM1783    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1113";"WP1495";"WP1495    ";"Raalte                             ";"GM0177    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1114";"WP1522";"WP1522    ";"Bronckhorst                        ";"GM1876    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1115";"WP1506";"WP1506    ";"Rheden                             ";"GM0275    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1116";"WP1876";"WP1876    ";"Reusel-De Mierden                  ";"GM1667    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1117";"WP1093";"WP1093    ";"Baarn                              ";"GM0308    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1118";"WP2576";"WP2576    ";"Drimmelen                          ";"GM1719    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1119";"WP1352";"WP1352    ";"Midden-Groningen                   ";"GM1952    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1120";"WP3636";"WP3636    ";"Groningen                          ";"GM0014    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1121";"WP3150";"WP3150    ";"Medemblik                          ";"GM0420    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1122";"WP3099";"WP3099    ";"Hulst                              ";"GM0677    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1123";"WP2618";"WP2618    ";"Terschelling                       ";"GM0093    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1124";"WP3055";"WP3055    ";"Landgraaf                          ";"GM0882    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1125";"WP2080";"WP2080    ";"Sint Anthonis                      ";"GM1702    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1126";"WP1328";"WP1328    ";"Landsmeer                          ";"GM0415    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1127";"WP1303";"WP1303    ";"Wijk bij Duurstede                 ";"GM0352    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1128";"WP1759";"WP1759    ";"Ooststellingwerf                   ";"GM0085    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1129";"WP1724";"WP1724    ";"Weststellingwerf                   ";"GM0098    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1130";"WP1638";"WP1638    ";"Noordenveld                        ";"GM1699    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1131";"WP1978";"WP1978    ";"Mill en Sint Hubert                ";"GM0815    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1132";"WP1808";"WP1808    ";"Molenwaard                         ";"GM1927    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1133";"WP1289";"WP1289    ";"Tubbergen                          ";"GM0183    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1134";"WP1326";"WP1326    ";"Moerdijk                           ";"GM1709    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1135";"WP3349";"WP3349    ";"Opsterland                         ";"GM0086    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1136";"WP2494";"WP2494    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1137";"WP1342";"WP1342    ";"Lochem                             ";"GM0262    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1138";"WP2890";"WP2890    ";"Laren                              ";"GM0417    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1139";"WP1301";"WP1301    ";"Zevenaar                           ";"GM0299    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1140";"WP1410";"WP1410    ";"Dinkelland                         ";"GM1774    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1141";"WP3419";"WP3419    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1142";"WP2120";"WP2120    ";"Zuidhorn                           ";"GM0056    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1143";"WP2081";"WP2081    ";"Sint Anthonis                      ";"GM1702    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1144";"WP2341";"WP2341    ";"Leek                               ";"GM0022    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1145";"WP1315";"WP1315    ";"Heeze-Leende                       ";"GM1658    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1146";"WP3420";"WP3420    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1147";"WP2110";"WP2110    ";"Zederik                            ";"GM0707    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1148";"WP2271";"WP2271    ";"Leerdam                            ";"GM0545    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1149";"WP3448";"WP3448    ";"Loppersum                          ";"GM0024    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1150";"WP3587";"WP3587    ";"Utrechtse Heuvelrug                ";"GM1581    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1151";"WP3615";"WP3615    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1152";"WP2495";"WP2495    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1153";"WP2088";"WP2088    ";"Leiden                             ";"GM0546    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1154";"WP2112";"WP2112    ";"Leiderdorp                         ";"GM0547    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1155";"WP1621";"WP1621    ";"Leidschendam-Voorburg              ";"GM1916    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1156";"WP3541";"WP3541    ";"Kaag en Braassem                   ";"GM1884    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1157";"WP1605";"WP1605    ";"Haarlemmermeer                     ";"GM0394    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1158";"WP2376";"WP2376    ";"Krimpenerwaard                     ";"GM1931    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1159";"WP1198";"WP1198    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1160";"WP1835";"WP1835    ";"Ten Boer                           ";"GM0009    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1161";"WP1051";"WP1051    ";"Lelystad                           ";"GM0995    ";"Flevoland                ";"PV24      ";"Oost-Nederland           ";"LD02      "
"1162";"WP2552";"WP2552    ";"Ommen                              ";"GM0175    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1163";"WP1238";"WP1238    ";"Dalfsen                            ";"GM0148    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1164";"WP1430";"WP1430    ";"Vaals                              ";"GM0981    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1165";"WP2245";"WP2245    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1166";"WP2208";"WP2208    ";"Montferland                        ";"GM1955    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1167";"WP2545";"WP2545    ";"Nijmegen                           ";"GM0268    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1168";"WP2025";"WP2025    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1169";"WP1939";"WP1939    ";"Bergen op Zoom                     ";"GM0748    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1170";"WP2342";"WP2342    ";"Leek                               ";"GM0022    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1171";"WP2858";"WP2858    ";"Deventer                           ";"GM0150    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1172";"WP2330";"WP2330    ";"Venray                             ";"GM0984    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1173";"WP2567";"WP2567    ";"Wijchen                            ";"GM0296    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1174";"WP2638";"WP2638    ";"Leusden                            ";"GM0327    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1175";"WP2876";"WP2876    ";"Berg en Dal                        ";"GM1945    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1176";"WP1639";"WP1639    ";"Noordenveld                        ";"GM1699    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1177";"WP1112";"WP1112    ";"Brummen                            ";"GM0213    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1178";"WP2040";"WP2040    ";"Nederweert                         ";"GM0946    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1179";"WP1258";"WP1258    ";"Borsele                            ";"GM0654    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1180";"WP2105";"WP2105    ";"Zederik                            ";"GM0707    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1181";"WP3207";"WP3207    ";"Ferwerderadiel                     ";"GM1722    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1182";"WP2227";"WP2227    ";"Oost Gelre                         ";"GM1586    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1183";"WP2440";"WP2440    ";"Boxtel                             ";"GM0757    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1184";"WP3379";"WP3379    ";"Buren                              ";"GM0214    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1185";"WP2655";"WP2655    ";"Westland                           ";"GM1783    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1186";"WP1496";"WP1496    ";"Raalte                             ";"GM0177    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1187";"WP2250";"WP2250    ";"Apeldoorn                          ";"GM0200    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1188";"WP2746";"WP2746    ";"Someren                            ";"GM0847    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1189";"WP2616";"WP2616    ";"Terschelling                       ";"GM0093    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1190";"WP1447";"WP1447    ";"Laarbeek                           ";"GM1659    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1191";"WP1776";"WP1776    ";"Deurne                             ";"GM0762    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1192";"WP2225";"WP2225    ";"Oost Gelre                         ";"GM1586    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1193";"WP1640";"WP1640    ";"Noordenveld                        ";"GM1699    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1194";"WP1616";"WP1616    ";"Haarlemmermeer                     ";"GM0394    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1195";"WP2815";"WP2815    ";"Sittard-Geleen                     ";"GM1883    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1196";"WP2270";"WP2270    ";"Castricum                          ";"GM0383    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1197";"WP3168";"WP3168    ";"De Wolden                          ";"GM1690    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1198";"WP1453";"WP1453    ";"Cuijk                              ";"GM1684    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1199";"WP1921";"WP1921    ";"Maasgouw                           ";"GM1641    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1200";"WP1963";"WP1963    ";"Montfoort                          ";"GM0335    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1201";"WP3401";"WP3401    ";"Dongeradeel                        ";"GM0058    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1202";"WP3350";"WP3350    ";"Opsterland                         ";"GM0086    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1203";"WP1466";"WP1466    ";"Lisse                              ";"GM0553    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1204";"WP1609";"WP1609    ";"Haarlemmermeer                     ";"GM0394    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1205";"WP3468";"WP3468    ";"Oss                                ";"GM0828    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1206";"WP3469";"WP3469    ";"Oss                                ";"GM0828    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1207";"WP2978";"WP2978    ";"Zevenaar                           ";"GM0299    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1208";"WP1343";"WP1343    ";"Lochem                             ";"GM0262    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1209";"WP2251";"WP2251    ";"Apeldoorn                          ";"GM0200    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1210";"WP2219";"WP2219    ";"Stichtse Vecht                     ";"GM1904    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1211";"WP2220";"WP2220    ";"Stichtse Vecht                     ";"GM1904    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1212";"WP3505";"WP3505    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1213";"WP2209";"WP2209    ";"Montferland                        ";"GM1955    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1214";"WP2316";"WP2316    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1215";"WP3141";"WP3141    ";"Venlo                              ";"GM0983    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1216";"WP2317";"WP2317    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1217";"WP3135";"WP3135    ";"Lingewaard                         ";"GM1705    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1218";"WP2098";"WP2098    ";"Duiven                             ";"GM0226    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1219";"WP3068";"WP3068    ";"Oldebroek                          ";"GM0269    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1220";"WP2392";"WP2392    ";"Assen                              ";"GM0106    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1221";"WP3053";"WP3053    ";"Loon op Zand                       ";"GM0809    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1222";"WP3061";"WP3061    ";"Bernheze                           ";"GM1721    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1223";"WP3537";"WP3537    ";"Wijdemeren                         ";"GM1696    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1224";"WP1556";"WP1556    ";"Hardenberg                         ";"GM0160    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1225";"WP1960";"WP1960    ";"Lopik                              ";"GM0331    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1226";"WP1961";"WP1961    ";"Lopik                              ";"GM0331    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1227";"WP3449";"WP3449    ";"Loppersum                          ";"GM0024    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1228";"WP3239";"WP3239    ";"Delfzijl                           ";"GM0010    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1229";"WP1713";"WP1713    ";"Losser                             ";"GM0168    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1230";"WP1033";"WP1033    ";"Horst aan de Maas                  ";"GM1507    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1231";"WP2262";"WP2262    ";"Marum                              ";"GM0025    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1232";"WP1353";"WP1353    ";"Midden-Groningen                   ";"GM1952    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1233";"WP2183";"WP2183    ";"Heerenveen                         ";"GM0074    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1234";"WP2765";"WP2765    ";"Ede                                ";"GM0228    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1235";"WP1104";"WP1104    ";"Stede Broec                        ";"GM0532    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1236";"WP2177";"WP2177    ";"Grootegast                         ";"GM0015    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1237";"WP2517";"WP2517    ";"Hollands Kroon                     ";"GM1911    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1238";"WP1714";"WP1714    ";"Losser                             ";"GM0168    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1239";"WP1273";"WP1273    ";"Noordoostpolder                    ";"GM0171    ";"Flevoland                ";"PV24      ";"Oost-Nederland           ";"LD02      "
"1240";"WP1557";"WP1557    ";"Hardenberg                         ";"GM0160    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1241";"WP1494";"WP1494    ";"Raalte                             ";"GM0177    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1242";"WP3351";"WP3351    ";"Opsterland                         ";"GM0086    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1243";"WP1458";"WP1458    ";"Bergeijk                           ";"GM1724    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1244";"WP2026";"WP2026    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1245";"WP1568";"WP1568    ";"Cranendonck                        ";"GM1706    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1246";"WP3340";"WP3340    ";"Utrechtse Heuvelrug                ";"GM1581    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1247";"WP3341";"WP3341    ";"Utrechtse Heuvelrug                ";"GM1581    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1248";"WP2064";"WP2064    ";"Stichtse Vecht                     ";"GM1904    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1249";"WP2936";"WP2936    ";"De Bilt                            ";"GM0310    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1250";"WP1772";"WP1772    ";"West Maas en Waal                  ";"GM0668    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1251";"WP1920";"WP1920    ";"Maasgouw                           ";"GM1641    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1252";"WP2601";"WP2601    ";"Peel en Maas                       ";"GM1894    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1253";"WP2382";"WP2382    ";"Binnenmaas                         ";"GM0585    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1254";"WP2658";"WP2658    ";"Westland                           ";"GM1783    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1255";"WP1218";"WP1218    ";"Boxmeer                            ";"GM0756    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1256";"WP2806";"WP2806    ";"Midden-Delfland                    ";"GM1842    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1257";"WP1069";"WP1069    ";"Maassluis                          ";"GM0556    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1258";"WP1406";"WP1406    ";"Maastricht                         ";"GM0935    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1259";"WP1672";"WP1672    ";"Beek                               ";"GM0888    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1260";"WP3084";"WP3084    ";"Rotterdam                          ";"GM0599    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1261";"WP3252";"WP3252    ";"Oss                                ";"GM0828    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1262";"WP2577";"WP2577    ";"Drimmelen                          ";"GM1719    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1263";"WP1760";"WP1760    ";"Ooststellingwerf                   ";"GM0085    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1264";"WP2318";"WP2318    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1265";"WP3494";"WP3494    ";"Heumen                             ";"GM0252    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1266";"WP1290";"WP1290    ";"Tubbergen                          ";"GM0183    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1267";"WP1291";"WP1291    ";"Tubbergen                          ";"GM0183    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
